1688978637	E5PsWoYOV	水逆真的开始了	NULL	The water inverse really began.
1878353255	E5QoRaVBU	‼️我们算一下，你圈里卖面膜的有几个？<br/>【一看就很多】<br/>那么，我们再看一下<br/>老板晒出来的有几个？<br/>【几乎没有】<br/>开实体店的有几个？<br/>老板娘自己用的有几个？<br/>明星老板加股东的又有几个？<br/>把产品都投保的有几个？<br/>排除下，你还有选项吗？<br/>欢迎使用TST！[玫瑰]<br/>也欢迎你的加入！[玫瑰][玫瑰][玫瑰]&nbsp;	NULL	Up we count, you selling circle mask a few? <br/> [a look at a lot of] <br/> so, we look at the <br/> boss sun out a few? <br/> [almost no] <br/> opened a few stores have a few? <br/> boss himself with a few? <br/> star boss plus shareholders and a few? <br/> the products are insured a few? <br/> ruled out, do you have any options? TST welcome to use <br/>! Rose]<br/> also welcomes you to join! [[] [] Rose Rose Rose]&nbsp;
1878353255	E5OS8yIM9	人生就是应该先制定一个小目标，然后再犯个大错。	NULL	Life is should first make a small goal, then make a big mistake.
1878634480	E5cL65kF7	[怒]蚊子（子诶）。请放过我的爪子！[挖鼻]没错，标准手痒！	NULL	[anger] mosquitoes (Zi Ei). Please let me go! [nose] Yes, Shouyang standard!
1878729957	E5I8sixk7	我发表了头条文章:《千手观音》 	NULL	I made the headlines: "Avalokitesvara"
1878729957	E5xIRvr4w	俺也有。[笑哈哈][笑哈哈][笑哈哈][笑哈哈][笑哈哈]	NULL	I also have. [] [] [laugh laugh laugh, laugh, laugh.
1878766722	E5OyDrpcQ	奏是小点  	NULL	Play is a little bit
1878766722	E5xa8ftIF	分享图片	NULL	Share pictures
1879317881	E51GUjl0B	 美美哒[太开心]	NULL	The United States and the United States [happy]
1879420241	E5yaf9yQq	 逆天的广告植入啊 	NULL	The counter placement.
1879420241	E5pbGoN9A	宁愿做一个高冷的孤独患者，也无心迎取他人的欢喜。 	NULL	Would rather do a high cold lonely patients, also not to greet the joy of others.
1879494791	E5ZInrHnh	好萌这对啊啊啊啊啊啊，美人师兄真是一个小傻白甜[不好意思][不好意思][不好意思]	NULL	This adorable good ah ah ah, beauty is really a little silly brother, feel shy, feel shy and sweet [white] feel shy
1879767215	E5YrRcJ0d	。	NULL	.
1879795917	E53Ra12Kq	天很热[太阳]天很蓝[绿叶]	NULL	It was very hot [the sun] was very blue [green].
1879867731	E5EgzfkTZ	『很有意思的一个短片，值得一看_微博头条』	NULL	"A movie is very interesting, worth a visit _ micro-blog headlines"
1880133510	E5XITgVt0	我刚刚在成功支持了三十年前，为央视86版《西游记》电视剧作曲，是我人生最重要的际遇。三十年后，我期待能在人民大会堂办一场以西游记为主题的音乐会。 	NULL	I just support thirty years ago, to compose a CCTV 86 version of "journey to the west" TV series, my life is the most important. Thirty years later, I look forward to the Great Hall of the people to do a journey to the west of the theme of the concert.
1880156355	E5NAUAKdE	哼！谈恋爱	NULL	Hum! Fall in love
1880156355	E5GHOqM6w	📸	NULL	📸
1880221521	E5RpA9s8N	很尴尬，这个人根本就不是厂长…	NULL	Very embarrassed, this person is not the factory director...
1880221521	E5GykmlBW	非要棒子这么演？这个表演赛是真的恶心	NULL	Non stick to do it this way? The show is really disgusting.
1880239992	E5xnInd2u	[心]	NULL	[heart]
1880300270	E5unltKym	付完钱，店员再次问要袋子吗？答“不要，我手大[坏笑]，可是店员还是坚持送个袋子给我，免费[哈哈] 	NULL	After paying the money, the clerk asked for the bag again. "Don't answer, I hand [laughs] bad, but the clerk insisted on sending a bag to me, free [laughs]
1880308095	E5TSXpGJC	感冒快走[口罩]。 	NULL	Cold walking [mask].
1880407640	E5k5Uhfno	我觉得吧 有些你不懂不明白的东西明明就是百度一下就能清楚的事儿 为什么要脱口而出让别人觉得你是妈的智障呢[喵喵]	NULL	I think some of you don't understand something clearly is the use Baidu Search can clearly thing why want to blurt out let others think you are fucking retarded. [] meow
1880875095	E4WkVustS	早上还在发愁中午吃什么，结果到了，一定要吃遍 家的所有东西，换着样来[嘻嘻][嘻嘻]	NULL	The morning still worried about what to eat at noon, the results arrived, all things must take home, change to [[]] hee hee
1880875095	E4Rdw3TYA	昌平区霍营龙跃街，龙跃苑东五区北门，乐天超市门口的大排档又出现了，之前投诉过，拆了，昨天发现又建起来了，怎么才能彻底清除？ 	NULL	Changping District Huoying Dragon Dragon Street, Yueyuan East five North gate, Lotte supermarket stalls appeared again, before the complaint, demolition, yesterday found and built up, how to remove?
1881160044	E5166yqaM	有没有一部影视作品的学生宿舍可以稍微写实一些???	NULL	Is there a film and television works of student hostels can be a little realistic?????
1881344920	E5YbHukxJ	青芒好像话梅ˊ_&gt;   .	NULL	Green plum 'like awn _&gt;.
1881344920	E5XrQAJHM	Big big world bad bad things 	NULL	Big world bad bad things Big
1881475187	E5VMFdewU	家鸽说 <br/> [女孩][向左][强]<br/> “她很棒”<br/><br/>	NULL	The pigeon said <br/> [girl [] [] "she left]<br/> <br/><br/>."
1881578185	E5S1LD9me	全世界最好看的你[心]	NULL	The world is best to see you [heart]
1881746797	E5ivNhhWZ	出门就下雨	NULL	Go out on the rain
1882034577	E5Jysy88T	分享图片	NULL	Share pictures
1882149102	E51yEfjun	我的意中人是个盖世英雄，有一天他会穿着条粉红裤衩来接我	NULL	My lover is the greatest hero in the world, one day he will be wearing a pink pants to meet me
1882909787	E5ayBd0Ao	好………………的一本书，真是无法坚持看下去……	NULL	All right.................. A book, I really can not stick to it......
1882909787	E4Utcokm7	木北真是太恶心了，呼吁大家都别去那办卡～～～黑店！！！ [怒骂][怒骂][怒骂][怒骂][怒骂]	NULL	North wood is really too disgusting, called on everyone to do card ~ ~ ~ don't go to that shop!!! [[] [] [] curse curse curse curse curse].
1882942837	E5UW3dSKG	爷爷叫陈绍文。	NULL	Grandpa's name is Chen Shaowen.
1882942837	E5RpB2HeB	绿地后边的老头卖的绿豆糕红豆糕挺好吃。	NULL	Green land behind the old man selling green bean cake cake is delicious.
1883191703	E5Qs2hFXw	估计用了一年的好运。被抽中之后开心的语无伦次。恨不得立马大鹏展翅飞到国伟哥身边给他一个花式吻。 爱了这么久得到了亲笔签名还是要感谢 今晚做梦都要笑醒来了。晚安。	NULL	Estimated with a year of good luck. After being pumped in happy together. Immediately flew to the country A great hawk spreads its wings Viagra side to give him a fancy kiss. Love for so long has been an autograph or to thank you tonight to have a dream to wake up with a smile. Good night.
1883504324	E5qOK4Tfj	居然看杨洋看到这个时候 老夫的少女心真的要跳的捂不住了	NULL	This time I watch Yang Yang saw the girl heart really want to jump not cover
1883629884	E5ufB0O24	京港地铁的站台小哥  真特么帅[doge]	NULL	The platform brother MTR really handsome [doge]
1883629884	E5nKOlUjy	今天北京万里无云～<br/>在景山上，两个外国小伙  <br/>穿着龙袍 隔着栏杆 在眺望紫禁城[doge]	NULL	Today Beijing cloudless ~ <br/> in Jingshan Hill, two foreign guy <br/> wearing robes of the railings at the Forbidden City [doge]
1883918604	E5t9dgoXI	为了向特区建设做出卓越贡献的“拓荒牛”表达一份深深的爱意，感恩他们曾经为深圳的奉献。8月27日麦芽口腔以热烈的形式隆重举行“幸福晚年有口福，专项公益基金援助，暨首届社区老年人公益普查”启动仪式正式开始！ 	NULL	In order to make outstanding contributions to the construction of the "wild" express a deep love, gratitude they have for the dedication of Shenzhen. In August 27th by the warm malt oral form held "happy old age with food, special public fund assistance, and the first community elderly welfare Census" to start the ceremony officially began!
1884063310	E5ytAc4ss	 旅行是解药而这次对于我来说更像是毒药。 对于海的情结更加根深蒂固。 写了长长的文字。 在对不起青春中蜂矢说过那样一句话。 在现实中我仍希望持有一颗纯净善良的心。 	NULL	Travel is the antidote for me is more like a poison. For the sea complex is more deeply rooted. Wrote a long text. I'm sorry to have said that a sentence in the youth. In reality, I still hope to hold a pure and good heart.
1884063310	E5nmMcT9e	海[冰川时代希德奶奶] 	NULL	The sea ice age [Sid grandma]
1884178295	E5mzksYTu	[钟][钟][钟] 	NULL	[] [] [clock clock clock]
1884178295	E55yXFogT	要开学了[白眼] 	NULL	To the school [eyes]
1884317944	E5c3K1s6x	分享图片	NULL	Share pictures
1884331401	E4UbmpBhB	一天到晚净他妈的瞎忙，不知道自己忙什么鬼[妖怪][妖怪][妖怪]	NULL	All net fucking Xiamang, do not know what the ghost monster monster [] [busy] monster.
1884888751	E5xJIqD7d	看过一段话：千万不要一个人去五月天的演唱会。那些关于青春友谊梦想和爱恋的歌响起时，都没有人会转过头来对你笑。	NULL	Read a passage: do not have a person to the day of the concert in May. When the song of youth and friendship and love is in love, no one will turn around and smile at you.
1884888751	E5xjuzvt6	我的秒拍作品，一起来看~（使用录制）	NULL	My second shot works, together to see ~ (using the recording)
1884968482	E54WFDSBE	感同身受，互相鼓励，谢谢你们，我的家人和朋友，为了我，你们辛苦啦。（大晚上总是忍不住胡思乱想，但想想你们，我又觉得自己好幸运，每每病在我身，却也痛在你们心上）	NULL	Empathy, encourage each other, thank you, my family and friends, for me, you have worked hard. (night always can not help but think of you, make blind and disorderly conjectures, and I feel so lucky, often sick in my body, but also the pain in your heart)
1884968482	E50yV2NYy	我想吃拌面、小笼包、烧卖、烤肉、炒米线…（所有好吃的都想来一打！！！）	NULL	I want to eat noodles, steamed buns, dumplings, barbecue, fried noodle... (all want to hit!!!)
1885116383	E5eHDpRMV	我参与了 发起的投票 【谁是你心目中的2016超女冠军？】，我投给了“张晓钰”这个选项。你也快来表态吧~	NULL	I participated in the poll [who is your idea of the 2016 super girl champion? I voted for the "Zhang Xiaoyu" option. And you come to the position.
1885260460	E5QG32GVG	一朵朵小小的生命，pandora潘多拉手链芊芊地依偎在荒郊野外的丛草林间，静静地开着。苍绿色的叶蔓，金黄色的花瓣，娇柔倩丽的花朵，擎着一丝丝淡淡的馨香，迎取我寻你的目光。	NULL	A little life, Pandora Pandora Bracelet Qianqian nestled in the wilderness of the grass forest, silently open. Leaves pale green, golden yellow petals, delicate beautiful flowers, holding the slightest hint of fragrance, welcome to take I find your eyes.
1885260460	E5LJkkm9I	1ZW幸福如人饮水，冷暖自知。云南旅拍你不是我，怎知我走过的路，心中的乐与苦。	NULL	1ZW happiness is like water, lengnuanzizhi. Yunnan trip you are not me, how can I know the way, the heart of music and suffering.
1885443542	E5o5G5DAf	《大鱼》  .	NULL	"Big fish".
1885443542	E5o4o1fpq	分享图片	NULL	Share pictures
1885715382	E5VhigAli	★，侵权，自己搜刘远，我其实想打0分，这么大个电影一点版权意识都没有，[拜拜]	NULL	B, tort, find their own Liu Yuan, I really want to play 0 minutes, so big a movie a little awareness of copyright are not, [].
1885858890	E5KhJqxzX	高晓松节目得罪了外国人，结果被一些中国人骂惨了…… 	NULL	Gao Xiaosong program against foreigners, the result was a number of Chinese people curse......
1885881895	E5t40liJX	用yy和一个面包一瓶饮料拯救不开心[带着微博去旅行]	NULL	With YY and a bread and a bottle of drinks to save unhappy [take micro-blog to travel]
1885881895	E4ZritefE	将来我要是死了 我就不要墓碑墓地 火化之后 就让人把我的骨灰找个安静的地方撒了 热闹了一辈子 跟人相处了一辈子 死之后只想找个没有人烟的地方长眠 我不要留名 也不需被人拜祭 更不想被人知道我去了哪里 从此以后 花开是我 鸟叫是我 这天地万物都是我	NULL	The future if I died I don't let the cemetery tombstone cremate my ashes to find a quiet place and after a busy life with people for a lifetime. Just want to find a quiet place to sleep. I don't go down without being worship but do not want to be known to me where is my bird after bloom is my everything in the world is me
1886302294	E5XvO9jX8	[doge]	NULL	[doge]
1886302294	E5XmV4sxb	开学前夕，钱包哗哗哗～ 但愿你能值回票价。。。[奋斗][强壮]	NULL	On the eve of the school, I hope you can sound to purse worth the price... [strong] struggle.
1886374270	E5Z560GFM	 灵界基友全集 私我私我私我分享[给劲][给劲][给劲][给劲][给劲][给力][给力][兔子][兔子][兔子][兔子]	NULL	Spiritual bestie complete private private private I share [to Jin [] [] [] to give strength to Jin Jin [] [] [] to Jin awesome awesome. [] [] [] rabbit rabbit rabbit rabbit
